SMILES,Molecular Formula,MolWeight,logP,Hydrogen Acceptors,Hydrogen Donors,TopologicalPolarSurfaceArea,RingCount,Charge,Covalent_Unit_Count,Isotopic_Atom_Count,Total_Atom_Stereo_Count,Defined_Atom_Stereo_Count,Undefined_Atom_Stereo_Count,Total_Bond_Stereo_Count,Defined_Bond_Stereo_Count,Undefined_Bond_Stereo_Count,Can_Smi,IUPAC,Mol_Form,Compound_CID,Molecular_Formula,IUPAC_Name,Antioxidant,Anti-inflammatory,Toxic
C(CN)CN,,74.127,-0.7061,2,2,52.04,0,0,1,0,0,0,0,0,0,0,,,,428,C3H10N2,"propane-1,3-diamine",FALSE,FALSE,TRUE
C(CN)N,,60.1,-1.0962,2,2,52.04,0,0,1,0,0,0,0,0,0,0,,,,3301,C2H8N2,"ethane-1,2-diamine",FALSE,FALSE,TRUE
C(COCCOCCOCCO)O,C8H18O5,194.227,-0.9792,5,2,68.15,0,0,1,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
C(CO[N+](=O)[O-])N(CCO[N+](=O)[O-])CCO[N+](=O)[O-],C6H12N4O9,284.181,-1.0867,10,0,160.35,0,0,1,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
C(CS(=O)(=O)O)O,,126.133,-1.1335,3,2,74.6,0,0,1,0,0,0,0,0,0,0,,,,7866,C2H6O4S,2-hydroxyethanesulfonic acid,FALSE,FALSE,TRUE
C(CS(=O)(=O)O)S,,142.201,-0.196,3,2,54.37,0,0,1,0,0,0,0,0,0,0,,,,598,C2H6O3S2,2-sulfanylethanesulfonic acid,FALSE,FALSE,TRUE
C(CS)CS,,108.231,1.2361,2,2,0,0,0,1,0,0,0,0,0,0,0,,,,8013,C3H8S2,"propane-1,3-dithiol",FALSE,FALSE,TRUE
C(CS)S,,94.204,0.846,2,2,0,0,0,1,0,0,0,0,0,0,0,,,,10902,C2H6S2,"ethane-1,2-dithiol",FALSE,FALSE,TRUE
C(CSCCC(=O)O)C(=O)O,,178.209,0.669,3,2,74.6,0,0,1,0,0,0,0,0,0,0,,,,8096,C6H10O4S,3-(2-carboxyethylsulfanyl)propanoic acid,FALSE,FALSE,TRUE
C(C[C@@H](C(=O)O)N)CN=C(N)N,,174.204,-1.5481,3,4,127.72,0,0,1,0,1,1,0,0,0,0,,,,6322,C6H14N4O2,(2S)-2-amino-5-(diaminomethylideneamino)pentanoic acid,FALSE,FALSE,TRUE
C(C[NH+](CC(=O)[O-])CC(=O)[O-])[NH+](CC(=O)[O-])CC(=O)[O-].[Ca+2],,330.306,-10.625,8,2,169.4,0,0,2,0,0,0,0,0,0,0,,,,5150303,C10H14CaN2O8,calcium;2-[2-[bis(carboxylatomethyl)azaniumyl]ethyl-(carboxylatomethyl)azaniumyl]acetate,FALSE,FALSE,TRUE
C(C[Se][Se]CCC(C(=O)O)N)C(C(=O)O)N,,362.146,-1.2496,4,4,126.64,0,0,1,0,2,0,2,0,0,0,,,,24496,C8H16N2O4Se2,2-amino-4-[(3-amino-3-carboxypropyl)diselanyl]butanoic acid,FALSE,FALSE,TRUE
C(NC(=O)NC1C(=O)NC(=O)N1CO)NC(=O)NC2C(=O)NC(=O)N2CO,C11H16N8O8,388.297,-4.8023,8,8,221.54,2,0,1,0,2,0,2,0,0,0,,,,,,,TRUE,FALSE,FALSE
C([C@@H](C(=O)O)N)C(=O)O,,133.103,-1.127,3,3,100.62,0,0,1,0,1,1,0,0,0,0,,,,5960,C4H7NO4,(2S)-2-aminobutanedioic acid,FALSE,FALSE,TRUE
C([C@@H](C(=O)O)N)S,,121.161,-0.6719,3,3,63.32,0,0,1,0,1,1,0,0,0,0,,,,5862,C3H7NO2S,(2R)-2-amino-3-sulfanylpropanoic acid,FALSE,FALSE,TRUE
C([C@@H](C(=O)O)N)S.Cl,,157.622,-0.2501,3,3,63.32,0,0,2,0,1,1,0,0,0,0,,,,60960,C3H8ClNO2S,(2R)-2-amino-3-sulfanylpropanoic acid;hydrochloride,FALSE,FALSE,TRUE
C([C@@H](C(=O)O)N=C(N)N)C(=O)O,,175.144,-1.8123,3,4,139,0,0,1,0,1,1,0,0,0,0,,,,439918,C5H9N3O4,(2S)-2-(diaminomethylideneamino)butanedioic acid,FALSE,FALSE,TRUE
C([C@@H](C(=O)O)NC(=O)N)C(=O)O,,176.128,-1.4174,3,4,129.72,0,0,1,0,1,1,0,0,0,0,,,,93072,C5H8N2O5,(2S)-2-(carbamoylamino)butanedioic acid,FALSE,FALSE,TRUE
C([C@@H](C(=O)[O-])[NH3+])S,,121.161,-2.7234,3,2,67.77,0,0,1,0,1,1,0,0,0,0,,,,6419722,C3H7NO2S,(2R)-2-azaniumyl-3-sulfanylpropanoate,FALSE,FALSE,TRUE
C([C@@H]([C@@H]([C@H]([C@@H](C(=O)[O-])O)O)O)O)O.C([C@@H]([C@@H]([C@H]([C@@H](C(=O)[O-])O)O)O)O)O.[Fe+2],,446.139,-9.6581,14,10,282.56,0,0,3,0,8,8,0,0,0,0,,,,10321327,C12H22FeO14,"iron(2+);(2S,3R,4S,5S)-2,3,4,5,6-pentahydroxyhexanoate",FALSE,FALSE,TRUE
C([C@@H]([C@@H]([C@H]([C@H](C(=O)O)O)O)O)O)O.C([C@@H]([C@@H]([C@H]([C@H](C(=O)O)O)O)O)O)O.[Fe],,448.155,-6.9887,12,12,276.9,0,0,3,0,8,8,0,0,0,0,,,,25199601,C12H24FeO14,"iron;(2R,3R,4S,5S)-2,3,4,5,6-pentahydroxyhexanoic acid",FALSE,FALSE,TRUE
C([C@@H]1C2[C@H](C(C(O1)OC3[C@@H](OC(C([C@H]3O)O)OC4[C@@H](OC(C([C@H]4O)O)OC5[C@H](OC(C([C@@H]5O)O)OC6[C@@H](OC(C([C@H]6O)O)OC7[C@@H](OC(C([C@H]7O)O)OC8[C@H](OC(O2)C([C@@H]8O)O)CO)CO)CO)CO)CO)CO)O)O)O,,1134.987,-15.2306,35,21,554.05,21,0,1,0,35,14,21,0,0,0,,,,124079507,C42H70O35,"(5S,10S,15R,20S,25S,30R,35R,36S,38S,40R,42R,44S,46R,48R)-5,10,15,20,25,30,35-heptakis(hydroxymethyl)-2,4,7,9,12,14,17,19,22,24,27,29,32,34-tetradecaoxaoctacyclo[31.2.2.23,6.28,11.213,16.218,21.223,26.228,31]nonatetracontane-36,37,38,39,40,41,42,43,44,45,46,47,48,49-tetradecol",FALSE,FALSE,TRUE
C([C@@H]1[C@@H]([C@@H]([C@H](C(O1)O)O)O)O)O,,180.156,-3.2214,6,5,110.38,1,0,1,0,5,4,1,0,0,0,,,,6036,C6H12O6,"(3R,4S,5R,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",FALSE,FALSE,TRUE
C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@H]([C@@H](CO)O)[C@@H]([C@H](C=O)O)O)O)O)O)O,,342.297,-5.5546,11,8,197.37,1,0,1,0,9,9,0,0,0,0,,,,3037558,C12H22O11,"(2R,3R,4R,5R)-2,3,5,6-tetrahydroxy-4-[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyhexanal",FALSE,FALSE,TRUE
C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CCl)O)O)CCl)O)O)Cl)O,,397.635,-1.6561,8,5,128.84,2,0,1,0,9,9,0,0,0,0,,,,71485,C12H19Cl3O8,"(2R,3R,4R,5R,6R)-2-[(2R,3S,4S,5S)-2,5-bis(chloromethyl)-3,4-dihydroxyoxolan-2-yl]oxy-5-chloro-6-(hydroxymethyl)oxane-3,4-diol",FALSE,FALSE,TRUE
C([C@@H]1[C@@H]2[C@@H]([C@H]([C@H](O1)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]4[C@H](O[C@@H]([C@@H]([C@H]4O)O)O[C@@H]5[C@H](O[C@@H]([C@@H]([C@H]5O)O)O[C@@H]6[C@H](O[C@@H]([C@@H]([C@H]6O)O)O[C@@H]7[C@H](O[C@@H]([C@@H]([C@H]7O)O)O[C@@H]8[C@H](O[C@@H]([C@@H]([C@H]8O)O)O[C@@H]9[C@H](O[C@H](O2)[C@@H]([C@H]9O)O)CO)CO)CO)CO)CO)CO)CO)O)O)O,,1297.128,-17.4064,40,24,633.2,30,0,1,0,40,40,0,0,0,0,,,,5287407,C48H80O40,"(1S,3R,5R,6S,8R,10R,11S,13R,15R,16S,18R,20R,21S,23R,25R,26S,28R,30R,31S,33R,35R,36S,38R,40R,41R,42R,43R,44R,45R,46R,47R,48R,49R,50R,51R,52R,53R,54R,55R,56R)-5,10,15,20,25,30,35,40-octakis(hydroxymethyl)-2,4,7,9,12,14,17,19,22,24,27,29,32,34,37,39-hexadecaoxanonacyclo[36.2.2.23,6.28,11.213,16.218,21.223,26.228,31.233,36]hexapentacontane-41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56-hexadecol",FALSE,FALSE,TRUE
C([C@@H]1[C@@H]2[C@@H]([C@H]([C@H](O1)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]4[C@H](O[C@@H]([C@@H]([C@H]4O)O)O[C@@H]5[C@H](O[C@@H]([C@@H]([C@H]5O)O)O[C@@H]6[C@H](O[C@@H]([C@@H]([C@H]6O)O)O[C@@H]7[C@H](O[C@H](O2)[C@@H]([C@H]7O)O)CO)CO)CO)CO)CO)O)O)O,,972.846,-13.0548,30,18,474.9,22,0,1,0,30,30,0,0,0,0,,,,444913,C36H60O30,"(1S,3R,5R,6S,8R,10R,11S,13R,15R,16S,18R,20R,21S,23R,25R,26S,28R,30R,31R,32R,33R,34R,35R,36R,37R,38R,39R,40R,41R,42R)-5,10,15,20,25,30-hexakis(hydroxymethyl)-2,4,7,9,12,14,17,19,22,24,27,29-dodecaoxaheptacyclo[26.2.2.23,6.28,11.213,16.218,21.223,26]dotetracontane-31,32,33,34,35,36,37,38,39,40,41,42-dodecol",FALSE,FALSE,TRUE
C([C@@H]1[C@H]([C@@H](C(O1)(CO)O)O)O)O,,180.156,-3.2198,6,5,110.38,1,0,1,0,4,3,1,0,0,0,,,,439163,C6H12O6,"(3S,4S,5R)-2,5-bis(hydroxymethyl)oxolane-2,3,4-triol",FALSE,FALSE,TRUE
C([C@@H]1[C@H]([C@@H]([C@@](O1)(CO)O)O)O)O,,180.156,-3.2198,6,5,110.38,1,0,1,0,4,4,0,0,0,0,,,,11105942,C6H12O6,"(2S,3S,4S,5R)-2,5-bis(hydroxymethyl)oxolane-2,3,4-triol",FALSE,FALSE,TRUE
C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O)N)O)O)O,,179.172,-3.255,6,5,116.17,1,0,1,0,5,5,0,0,0,0,,,,441477,C6H13NO5,"(2R,3R,4R,5S,6R)-3-amino-6-(hydroxymethyl)oxane-2,4,5-triol",FALSE,FALSE,TRUE
C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O,,342.297,-5.3972,11,8,189.53,2,0,1,0,10,10,0,0,0,0,,,,10712,C12H22O11,"(2R,3S,4S,5R,6S)-2-(hydroxymethyl)-6-[(2R,3S,4R,5R,6R)-4,5,6-trihydroxy-2-(hydroxymethyl)oxan-3-yl]oxyoxane-3,4,5-triol",FALSE,FALSE,TRUE
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O)O)O)O)O,,180.156,-3.2214,6,5,110.38,1,0,1,0,5,5,0,0,0,0,,,,79025,C6H12O6,"(2S,3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",FALSE,FALSE,TRUE
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC[C@H]([C@H]([C@@H](C(CO)O)O)O)O)O)O)O)O,,344.313,-5.7612,11,9,200.53,1,0,1,0,9,8,1,0,0,0,,,,3034828,C12H24O11,"(3R,4R,5R)-6-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyhexane-1,2,3,4,5-pentol",FALSE,FALSE,TRUE
C([C@H]([C@@H]([C@@H]([C@H](C(=O)O)O)O)O)O)O,,196.155,-3.4931,6,6,138.45,0,0,1,0,4,4,0,0,0,0,,,,128869,C6H12O7,"(2R,3S,4S,5R)-2,3,4,5,6-pentahydroxyhexanoic acid",FALSE,FALSE,TRUE
C([C@H]([C@@H]([C@@H]([C@H](CO)O)O)O)O)O,,182.172,-3.5854,6,6,121.38,0,0,1,0,4,4,0,0,0,0,,,,11850,C6H14O6,"(2R,3S,4R,5S)-hexane-1,2,3,4,5,6-hexol",FALSE,FALSE,TRUE
C([C@H]([C@@H]([C@H]([C@H](C(=O)O)O)O)O)O)O,,196.155,-3.4931,6,6,138.45,0,0,1,0,4,4,0,0,0,0,,,,152304,C6H12O7,"(2R,3R,4S,5R)-2,3,4,5,6-pentahydroxyhexanoic acid",FALSE,FALSE,TRUE
C([C@H]([C@@H]1C(=C(C(=O)O1)O)[O-])O)O.[Na+],,198.106,-5.6011,6,3,110.05,1,0,2,0,2,2,0,0,0,0,,,,23683938,C6H7NaO6,"sodium;(2R)-2-[(1R)-1,2-dihydroxyethyl]-4-hydroxy-5-oxo-2H-furan-3-olate",TRUE,FALSE,TRUE
C([C@H]([C@H](CO)O)O)O,,122.12,-2.3072,4,4,80.92,0,0,1,0,2,2,0,0,0,0,,,,222285,C4H10O4,"(2S,3R)-butane-1,2,3,4-tetrol",FALSE,FALSE,TRUE
C([C@H]([C@H]([C@@H]([C@H](C(=O)O)O)O)O)O)O.C([C@H]([C@H]([C@@H]([C@H](C(=O)O)O)O)O)O)O.[Fe],,448.155,-6.9887,12,12,276.9,0,0,3,0,8,8,0,0,0,0,,,,24978524,C12H24FeO14,"iron;(2R,3S,4R,5R)-2,3,4,5,6-pentahydroxyhexanoic acid",FALSE,FALSE,TRUE
C([C@H]([C@H]([C@@H]([C@H](C(=O)O)O)O)O)O)O.C([C@H]([C@H]([C@@H]([C@H](C(=O)O)O)O)O)O)O.[Mn],,447.248,-6.9887,12,12,276.9,0,0,3,0,8,8,0,0,0,0,,,,131842714,C12H24MnO14,"manganese;(2R,3S,4R,5R)-2,3,4,5,6-pentahydroxyhexanoic acid",FALSE,FALSE,TRUE
C([C@H]([C@H]([C@@H]([C@H](C(=O)O)O)O)O)O)O.C([C@H]([C@H]([C@@H]([C@H](C(=O)O)O)O)O)O)O.[Zn],,457.7,-6.9887,12,12,276.9,0,0,3,0,8,8,0,0,0,0,,,,25199607,C12H24O14Zn,"(2R,3S,4R,5R)-2,3,4,5,6-pentahydroxyhexanoic acid;zinc",FALSE,FALSE,TRUE
C([C@H]([C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O)O.C([C@H]([C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O)O.O.O.[Fe+2],,482.169,-11.3075,14,10,345.56,0,0,5,0,8,8,0,0,0,0,,,,198008,C12H26FeO16,"iron(2+);(2R,3S,4R,5R)-2,3,4,5,6-pentahydroxyhexanoate;dihydrate",FALSE,FALSE,TRUE
C([C@H]([C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O)O.C([C@H]([C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O)O.[Ca+2],,430.372,-10.0364,14,10,282.56,0,0,3,0,8,8,0,0,0,0,,,,9290,C12H22CaO14,"calcium;(2R,3S,4R,5R)-2,3,4,5,6-pentahydroxyhexanoate",FALSE,FALSE,TRUE
C([C@H]([C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O)O.C([C@H]([C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O)O.[Cu+2],,453.84,-9.6581,14,10,282.56,0,0,3,0,8,8,0,0,0,0,,,,131854750,C12H22CuO14,"copper;(2R,3S,4R,5R)-2,3,4,5,6-pentahydroxyhexanoate",FALSE,FALSE,TRUE
C([C@H]([C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O)O.C([C@H]([C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O)O.[Mg+2],,414.599,-10.0364,14,10,282.56,0,0,3,0,8,8,0,0,0,0,,,,71307072,C12H22MgO14,"magnesium;(2R,3S,4R,5R)-2,3,4,5,6-pentahydroxyhexanoate",FALSE,FALSE,TRUE
C([C@H]([C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O)O.C([C@H]([C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O)O.[Zn+2],,455.684,-9.6581,14,10,282.56,0,0,3,0,8,8,0,0,0,0,,,,452949,C12H22O14Zn,"zinc;(2R,3S,4R,5R)-2,3,4,5,6-pentahydroxyhexanoate",FALSE,FALSE,TRUE
C/C(=C/C(=O)C/C(C)=C/CC/C(C)=C/C(O)C/C(C)=C/Cc1cc(O)cc(C)c1O)CO,C27H38O5,442.596,5.21662,5,4,97.99,1,0,1,0,1,0,1,4,4,0,,,,,,,TRUE,FALSE,FALSE
C/C(=C/CC1C2(CCCC(C2C(C(C1(C)O)O)OC(=O)C)(C)C)C)/C=C,,364.526,4.0148,4,2,66.76,2,0,1,0,6,0,6,1,1,0,C=C/C(C)=C\CC1C(C)(O)C(O)C(OC(C)=O)C2C(C)(C)CCCC21C,"[2,3-dihydroxy-3,4a,8,8-tetramethyl-4-[(2Z)-3-methylpenta-2,4-dienyl]-2,4,5,6,7,8a-hexahydro-1H-naphthalen-1-yl] acetate",C22H36O4,,,,FALSE,TRUE,FALSE
C/C(=C/CC[C@@]1(C2C[C@H]3C1([C@H]3C2)C)C)/CO,,220.356,3.3874,1,1,20.23,4,0,1,0,5,3,2,1,1,0,,,,11085337,C15H24O,"(Z)-5-[(1S,3R,6R)-2,3-dimethyl-3-tricyclo[2.2.1.02,6]heptanyl]-2-methylpent-2-en-1-ol",FALSE,FALSE,TRUE
C/C(=C/c1ccc2c(c1)OCO2)[N+](=O)[O-],C10H9NO4,207.185,2.0528,4,0,61.6,2,0,1,0,0,0,0,1,1,0,,,,,,,TRUE,FALSE,FALSE
C/C(=C\C1=CC=CC=C1)/C=O,,146.189,2.2888,1,0,17.07,1,0,1,0,0,0,0,1,1,0,,,,5372813,C10H10O,(E)-2-methyl-3-phenylprop-2-enal,FALSE,FALSE,TRUE
C/C(=C\C1=CC=CO1)/C=O,,136.15,1.8818,2,0,30.21,1,0,1,0,0,0,0,1,1,0,,,,6210220,C8H8O2,(E)-3-(furan-2-yl)-2-methylprop-2-enal,FALSE,FALSE,TRUE
C/C(=C\C=C\C=C(\C=C\C=C(\C(=O)OC1OC(C(C(C1O)O)O)COC2OC(C(C(C2O)O)O)CO)/C)/C)/C=C/C=C(/C(=O)OC3OC(C(C(C3O)O)O)COC4OC(C(C(C4O)O)O)CO)\C,,976.972,-5.2252,24,14,391.2,4,0,1,0,20,0,20,7,7,0,,,,6370943,C44H64O24,"bis[3,4,5-trihydroxy-6-[[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxan-2-yl] (2E,4E,6E,8E,10E,12E,14E)-2,6,11,15-tetramethylhexadeca-2,4,6,8,10,12,14-heptaenedioate",FALSE,FALSE,TRUE
C/C(=C\C=C\C=C(\C=C\C=C(\C(=O)O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O)O)O)CO[C@@H]2O[C@@H]([C@H]([C@@H]([C@H]2O)O)O)CO)/C)/C)/C=C/C=C(/C(=O)O[C@@H]3O[C@@H]([C@H]([C@@H]([C@H]3O)O)O)CO[C@@H]4O[C@@H]([C@H]([C@@H]([C@H]4O)O)O)CO)\C,,976.972,-5.2252,24,14,391.2,4,0,1,0,20,20,0,7,7,0,,,,5281233,C44H64O24,"bis[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxan-2-yl] (2E,4E,6E,8E,10E,12E,14E)-2,6,11,15-tetramethylhexadeca-2,4,6,8,10,12,14-heptaenedioate",TRUE,FALSE,TRUE
C/C(=C\CCC(C)(C)O)/C=C,,154.253,2.6698,1,1,20.23,0,0,1,0,0,0,0,1,1,0,,,,5368785,C10H18O,"(5E)-2,6-dimethylocta-5,7-dien-2-ol",FALSE,FALSE,TRUE
C/C(=C\CC[C@@H]1[C@]2(CCC(=O)C([C@H]2CC[C@@]1(C)O)(C)C)C)/CC/C=C(\C)/CC/C=C(\C)/C(=O)O,,472.71,7.4231,3,2,74.6,2,0,1,0,4,4,0,3,3,0,C/C(=C\CC/C(C)=C/CC[C@@H]1[C@@]2(C)CCC(=O)C(C)(C)[C@H]2CC[C@@]1(C)O)CC/C=C(\C)C(=O)O,"(2E,6E,10E)-13-[(1R,2R,4aS,8aS)-2-hydroxy-2,5,5,8a-tetramethyl-6-oxo-1,3,4,4a,7,8-hexahydronaphthalen-1-yl]-2,6,10-trimethyltrideca-2,6,10-trienoic acid",C30H48O4,,,,FALSE,TRUE,FALSE
C/C(=C\CC[C@@H]1[C@]2(CCC(=O)C([C@H]2CC[C@@]1(C)O)(C)C)C)/CC/C=C(\C)/CC/C=C(\C)/CO,,458.727,7.3308,3,2,57.53,2,0,1,0,4,4,0,3,3,0,C/C(=C\CC/C(C)=C/CC/C(C)=C/CC[C@@H]1[C@@]2(C)CCC(=O)C(C)(C)[C@H]2CC[C@@]1(C)O)CO,"(4aS,5R,6R,8aS)-6-hydroxy-5-[(3E,7E,11E)-13-hydroxy-4,8,12-trimethyltrideca-3,7,11-trienyl]-1,1,4a,6-tetramethyl-3,4,5,7,8,8a-hexahydronaphthalen-2-one",C30H50O3,,,,FALSE,TRUE,FALSE
C/C(=C\CC[C@@H]1[C@]2(CC[C@@H](C([C@H]2CC[C@@]1(C)O)(C)C)O)C)/CC/C=C(\C)/CC/C=C(\C)/C(=O)O,,474.726,7.2149,3,3,77.76,2,0,1,0,5,5,0,3,3,0,C/C(=C\CC/C(C)=C/CC[C@@H]1[C@@]2(C)CC[C@H](O)C(C)(C)[C@H]2CC[C@@]1(C)O)CC/C=C(\C)C(=O)O,"(2E,6E,10E)-13-[(1R,2R,4aS,6S,8aS)-2,6-dihydroxy-2,5,5,8a-tetramethyl-3,4,4a,6,7,8-hexahydro-1H-naphthalen-1-yl]-2,6,10-trimethyltrideca-2,6,10-trienoic acid",C30H50O4,,,,FALSE,TRUE,FALSE
C/C(=C\CC[C@@H]1[C@]2(CC[C@@H](C([C@H]2CC[C@@]1(C)O)(C)C)O)C)/CC/C=C(\C)/CC/C=C(\C)/CO,,460.743,7.1226,3,3,60.69,2,0,1,0,5,5,0,3,3,0,C/C(=C\CC/C(C)=C/CC/C(C)=C/CC[C@@H]1[C@@]2(C)CC[C@H](O)C(C)(C)[C@H]2CC[C@@]1(C)O)CO,"(1R,2R,4aS,6S,8aS)-1-[(3E,7E,11E)-13-hydroxy-4,8,12-trimethyltrideca-3,7,11-trienyl]-2,5,5,8a-tetramethyl-3,4,4a,6,7,8-hexahydro-1H-naphthalene-2,6-diol",C30H52O3,,,,FALSE,TRUE,FALSE
C/C(=C\COC1=C(C2=C(C=C1)C=CC(=O)O2)OC)/C/C=C/C(C)(C)O,,344.407,3.8439,5,1,68.9,2,0,1,0,0,0,0,2,2,0,CC(=CCOC1=C(C2=C(C=C1)C=CC(=O)O2)OC)CC=CC(C)(C)O,,C20H24O5,,,,FALSE,TRUE,FALSE
C/C(=C\COC1=C(C2=C(C=C1)C=CC(=O)O2)OC)/CCC(C(C)(C)O)O,,362.422,3.0387,6,2,89.13,2,0,1,0,1,0,1,1,1,0,CC(=CCOC1=C(C2=C(C=C1)C=CC(=O)O2)OC)CCC(C(C)(C)O)O,,C20H26O6,,,,FALSE,TRUE,FALSE
C/C(=C\COC1=CC=C(C=C1)/C=C/CO)/CO,,234.295,2.0095,3,2,49.69,1,0,1,0,0,0,0,2,2,0,CC(=CCOC1=CC=C(C=C1)C=CCO)CO,,C14H18O3,,,,FALSE,TRUE,FALSE
C/C(=C\CO[C@@H]1O[C@H](CO)[C@@H](OC(=O)/C=C/c2ccc(O)cc2)[C@H](O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)[C@H]1O)C/C=C\C(C)(C)O,C31H44O13,624.68,0.2881,13,7,204.83,3,0,1,0,10,10,0,3,3,0,,,,,,,TRUE,FALSE,FALSE
C/C(C)=C/C(CC(C=CC1=C2OC(C3)C(C=C4)=CC=C4O)(OC1=CC(OC)=C2C3=O)C)C,,434.532,6.264,5,1,64.99,4,0,1,0,3,0,3,0,0,0,COc1cc2c(c3c1C(=O)CC(c1ccc(O)cc1)O3)C=CC(C)(CC(C)C=C(C)C)O2,,C27H30O5,,,,FALSE,TRUE,FALSE
C/C(C)=C/C(CC(C=CC1=C2OC(C3)C(C=C4)=CC=C4[H])(OC1=CC(OC)=C2C3=O)C)C,,418.533,6.5584,4,0,44.76,4,0,1,0,3,0,3,0,0,0,COc1cc2c(c3c1C(=O)CC(c1ccccc1)O3)C=CC(C)(CC(C)C=C(C)C)O2,,C27H30O4,,,,FALSE,TRUE,FALSE
C/C(C)=C/C(O)C/C(C)=C/COc(c1OC)ccc2c1oc(=O)cc2,,344.407,3.8439,5,1,68.9,2,0,1,0,1,0,1,1,1,0,COc1c(OC/C=C(/CC(C=C(C)C)O)\C)ccc2c1oc(=O)cc2,,C20H24O5,,,,FALSE,TRUE,FALSE
C/C(C)=C/C=C\[C@H](C)[C@@]1([H])CC[C@]2(C)CC3=C(C(C[C@H]3C)=O)/C(CO)=C\C[C@]21[H],,368.561,5.7954,2,1,37.3,3,0,1,0,5,5,0,2,2,0,CC(C)=C/C=C\[C@H](C)[C@H]1CC[C@]2(C)CC3=C(C(=O)C[C@H]3C)/C(CO)=C\C[C@@H]12,,C25H36O2,,,,FALSE,TRUE,FALSE
C/C(C)=C/C=C\[C@H](C)[C@@]1([H])CC[C@]2(C)C[C@@]3([H])[C@@]([C@H](C)C[C@]3(O)C)([H])/C(C=O)=C\C[C@]21[H],,384.604,6.1197,2,1,37.3,3,0,1,0,8,8,0,2,2,0,CC(C)=C/C=C\[C@H](C)[C@H]1CC[C@]2(C)C[C@H]3[C@@H](/C(C=O)=C\C[C@@H]12)[C@H](C)C[C@@]3(C)O,,C26H40O2,,,,FALSE,TRUE,FALSE
C/C(C)=C/C=C\[C@H](C)[C@@]1([H])CC[C@]2(C)C[C@@]3([H])[C@](C(C=C3C)=O)([H])/C(C(O)=O)=C\C[C@]21[H],,382.544,5.7436,2,1,54.37,3,0,1,0,6,6,0,2,2,0,CC(C)=C/C=C\[C@H](C)[C@H]1CC[C@]2(C)C[C@@H]3C(C)=CC(=O)[C@H]3/C(C(=O)O)=C\C[C@@H]12,,C25H34O3,,,,FALSE,TRUE,FALSE
C/C(C)=C/C=C\[C@H](C)[C@@]1([H])CC[C@]2(C)C[C@@]3([H])[C@](C(C=C3C)=O)([H])/C(CO)=C\C[C@]21[H],,368.561,5.6513,2,1,37.3,3,0,1,0,6,6,0,2,2,0,CC(C)=C/C=C\[C@H](C)[C@H]1CC[C@]2(C)C[C@@H]3C(C)=CC(=O)[C@H]3/C(CO)=C\C[C@@H]12,,C25H36O2,,,,FALSE,TRUE,FALSE
